sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
168,M,49.06,Others,43.85,Central,Commerce,64.92,Comm&Mgmt,No,79.81,Mkt&Fin,63.04,Placed,302368
144,M,82.01,Others,59.19,Others,Commerce,71.31,Comm&Mgmt,No,63.5,Mkt&Fin,63.91,Not Placed,
215,M,71.11,Others,37,Others,Science,50.14,Sci&Tech,No,71.15,Mkt&Fin,60.69,Placed,266464
205,F,74.05,Others,37.55,Others,Commerce,73.03,Comm&Mgmt,Yes,50,Mkt&Fin,67.34,Not Placed,
132,F,62.39,Others,52.8,Others,Commerce,64.51,Comm&Mgmt,No,50,Mkt&HR,72.8,Placed,
215,M,84.21,Central,44.72,Others,Commerce,86.66,Sci&Tech,No,79.4,Mkt&Fin,51.21,Not Placed,200000
78,M,80.55,Central,59.88,Others,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,61.17,Placed,200000
72,M,85.29,Central,41.34,Central,Commerce,67.75,Comm&Mgmt,Yes,83.77,Mkt&Fin,61.69,Placed,305269
132,M,81.14,Central,59.04,Central,Commerce,50,Sci&Tech,Yes,60.37,Mkt&Fin,53.07,Placed,
124,M,89.4,Central,76.98,Others,Commerce,83.74,Others,Yes,63.18,Mkt&HR,77.89,Not Placed,262722
146,M,89.4,Others,61.39,Others,Commerce,81.28,Sci&Tech,No,74.32,Mkt&Fin,60.38,Placed,200000
116,M,68.33,Central,58.64,Others,Science,72.56,Comm&Mgmt,No,71.61,Mkt&Fin,57.25,Not Placed,
160,M,75.73,Central,37,Central,Science,83.11,Comm&Mgmt,No,64.26,Mkt&Fin,70.37,Placed,274232
163,F,46.47,Others,38.62,Others,Science,77.45,Comm&Mgmt,Yes,87.42,Mkt&Fin,56.49,Placed,
106,M,87.53,Central,70.86,Others,Commerce,86.36,Comm&Mgmt,Yes,60.94,Mkt&Fin,76.4,Placed,295676
153,M,89.4,Others,52.69,Others,Commerce,76.76,Comm&Mgmt,No,73.55,Mkt&Fin,51.21,Placed,200000
157,M,89.4,Central,92,Others,Commerce,87.91,Comm&Mgmt,No,84.49,Mkt&Fin,76.31,Placed,
117,M,89.4,Others,59.35,Others,Commerce,66.11,Comm&Mgmt,Yes,78.07,Mkt&HR,65.21,Placed,
143,M,67.96,Central,59.68,Others,Commerce,84.68,Comm&Mgmt,No,62.48,Mkt&Fin,74.58,Placed,259087
117,F,89.4,Others,71.06,Others,Commerce,81.94,Comm&Mgmt,No,73.59,Mkt&Fin,70.67,Placed,278403
215,M,54.98,Others,61.01,Others,Arts,71.1,Comm&Mgmt,No,74.51,Mkt&HR,51.21,Placed,
190,M,89.4,Others,70.36,Central,Commerce,88.19,Comm&Mgmt,No,84.12,Mkt&Fin,64.72,Placed,200000
168,M,89.4,Others,37,Others,Commerce,54.89,Comm&Mgmt,No,62.92,Mkt&Fin,59.72,Not Placed,253545
36,F,89.4,Central,88.36,Others,Commerce,91,Comm&Mgmt,No,84.65,Mkt&Fin,61.04,Placed,286019
164,M,57.2,Others,45.24,Central,Commerce,54.93,Comm&Mgmt,No,98,Mkt&Fin,51.21,Placed,
215,M,40.89,Central,37,Others,Commerce,76.16,Comm&Mgmt,No,84.76,Mkt&Fin,56.98,Placed,
136,F,89.4,Central,63.91,Others,Commerce,91,Comm&Mgmt,No,86.98,Mkt&Fin,77.89,Placed,200000
1,M,80.81,Others,61.21,Others,Commerce,91,Comm&Mgmt,No,87.13,Mkt&Fin,64.31,Placed,230396
101,M,88.77,Central,61.57,Others,Commerce,84.12,Comm&Mgmt,No,50,Mkt&Fin,58.82,Placed,225999
193,M,89.4,Others,72.1,Others,Science,79.04,Sci&Tech,No,72.11,Mkt&HR,65.3,Placed,200000
180,M,58.02,Others,47.98,Others,Science,85.4,Comm&Mgmt,Yes,53.86,Mkt&Fin,77.89,Placed,307122
215,F,87.25,Others,49.96,Others,Commerce,83.02,Others,No,55.44,Mkt&Fin,51.21,Placed,215765
1,M,73.04,Central,67.39,Others,Commerce,86.39,Comm&Mgmt,Yes,63.2,Mkt&Fin,51.21,Placed,
137,M,63.19,Central,51.09,Others,Arts,72.48,Comm&Mgmt,No,62.46,Mkt&Fin,57.58,Not Placed,219408
20,F,77.77,Others,37,Others,Science,65.19,Others,Yes,50,Mkt&Fin,53.27,Not Placed,
48,F,81.6,Others,60.98,Others,Arts,70.62,Comm&Mgmt,No,98,Mkt&HR,55.98,Placed,
170,M,77.43,Central,60.63,Others,Commerce,79.99,Comm&Mgmt,No,81.1,Mkt&Fin,74.42,Placed,213018
215,M,84.85,Central,37,Central,Commerce,69.84,Sci&Tech,No,51.29,Mkt&Fin,52.89,Placed,200000
47,F,52.12,Others,55.74,Others,Commerce,60.89,Comm&Mgmt,No,71.25,Mkt&Fin,51.21,Placed,
175,M,53.96,Others,59,Others,Commerce,69.56,Comm&Mgmt,No,66.04,Mkt&Fin,53.24,Placed,304743
37,M,49.25,Central,37,Others,Commerce,50,Comm&Mgmt,No,53.81,Mkt&Fin,51.21,Placed,
215,M,75.03,Central,50.44,Others,Science,75.28,Comm&Mgmt,No,50,Mkt&Fin,63.39,Not Placed,278239
129,M,85.11,Central,42.24,Others,Science,78.62,Comm&Mgmt,Yes,77.47,Mkt&Fin,59.29,Placed,278575
26,F,88.78,Central,37,Central,Arts,75.35,Comm&Mgmt,No,85.71,Mkt&HR,62.19,Placed,
187,F,89.4,Central,40.75,Others,Commerce,61.88,Comm&Mgmt,No,82.06,Mkt&Fin,67.18,Placed,
141,F,61.99,Central,37,Central,Commerce,75.12,Comm&Mgmt,No,73.53,Mkt&Fin,66.46,Not Placed,
190,M,65.74,Central,55.1,Central,Commerce,50,Comm&Mgmt,No,70.03,Mkt&Fin,59.42,Not Placed,255958
132,F,65.45,Others,46.3,Others,Commerce,80.25,Comm&Mgmt,No,85.23,Mkt&Fin,55.54,Not Placed,
37,M,89.4,Central,69.15,Others,Science,87.08,Others,No,58.01,Mkt&Fin,56.7,Placed,200000
211,M,59.57,Central,38.22,Others,Science,50,Comm&Mgmt,Yes,50,Mkt&Fin,51.21,Placed,
163,M,86.8,Central,54.29,Others,Science,82.13,Comm&Mgmt,No,61.25,Mkt&Fin,63.02,Placed,263996
8,F,86.47,Others,47.5,Others,Commerce,68.91,Comm&Mgmt,No,97.32,Mkt&Fin,61.28,Placed,200000
53,F,89.4,Others,53.07,Others,Science,85.8,Sci&Tech,Yes,52.58,Mkt&Fin,75.1,Placed,280352
215,F,45.64,Others,37,Others,Commerce,66.86,Others,No,50,Mkt&Fin,55.22,Placed,
97,F,89.4,Central,54.69,Central,Commerce,78.63,Comm&Mgmt,No,72.66,Mkt&Fin,71.21,Placed,235597
140,M,63.08,Others,59.53,Others,Science,71.5,Comm&Mgmt,No,94.06,Mkt&Fin,52.98,Placed,297324
137,M,51.26,Central,37,Central,Science,55.64,Comm&Mgmt,No,50,Mkt&Fin,51.21,Not Placed,283436
171,F,86.46,Central,76.84,Central,Commerce,77.36,Comm&Mgmt,No,58.97,Mkt&Fin,51.83,Not Placed,200000
202,M,74.48,Central,54.41,Others,Science,73.76,Comm&Mgmt,No,82.87,Mkt&Fin,65.57,Not Placed,
147,M,85.08,Central,97.7,Central,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,70.85,Placed,263661
57,F,50.32,Others,37,Others,Science,66.92,Comm&Mgmt,No,50,Mkt&Fin,51.21,Not Placed,
140,M,76.3,Others,49.6,Others,Science,80.06,Comm&Mgmt,Yes,98,Mkt&HR,57.32,Placed,200000
133,M,68,Others,62.79,Others,Commerce,78.1,Sci&Tech,Yes,50,Mkt&Fin,64.55,Placed,240749
18,M,79.96,Central,70.6,Central,Commerce,83.33,Others,No,70.83,Mkt&Fin,73.36,Placed,251033
131,M,89.4,Central,55.32,Central,Science,80.78,Comm&Mgmt,No,98,Mkt&Fin,71.9,Placed,
153,M,58.89,Central,55.98,Others,Commerce,57.99,Comm&Mgmt,No,50,Mkt&Fin,54.68,Placed,
95,F,46.59,Central,58.16,Others,Commerce,84.81,Comm&Mgmt,No,61,Mkt&Fin,64.71,Placed,
76,M,58.38,Others,40.45,Others,Commerce,57.93,Comm&Mgmt,No,58.82,Mkt&HR,51.21,Placed,
141,M,67.17,Central,81.36,Others,Commerce,91,Comm&Mgmt,No,82.81,Mkt&Fin,51.21,Placed,200000
83,M,86.26,Central,63.9,Others,Commerce,67.25,Comm&Mgmt,No,98,Mkt&Fin,77.89,Placed,313864
52,M,84.98,Central,63.86,Others,Science,91,Comm&Mgmt,No,89.08,Mkt&Fin,51.56,Placed,200000
190,M,89.4,Central,77.6,Others,Commerce,64.58,Comm&Mgmt,No,62.95,Mkt&Fin,58.55,Placed,200000
27,M,62.95,Others,81.59,Central,Science,84.08,Comm&Mgmt,No,64.26,Mkt&HR,51.21,Placed,253657
1,M,67.53,Central,37,Others,Commerce,71.27,Comm&Mgmt,No,70.8,Mkt&Fin,60.9,Not Placed,200000
123,F,89.4,Central,46.56,Others,Science,77.56,Comm&Mgmt,No,82.44,Mkt&Fin,70.28,Placed,200000
215,M,53.47,Others,63.21,Others,Commerce,57.66,Comm&Mgmt,No,98,Mkt&Fin,59.04,Placed,700159
16,M,81.76,Others,70.69,Others,Arts,85.12,Sci&Tech,No,87.99,Mkt&HR,60.05,Not Placed,
175,F,83.25,Others,39.54,Others,Science,65.9,Sci&Tech,No,54.03,Mkt&Fin,69.62,Not Placed,
102,M,83.14,Others,65.97,Others,Commerce,76.61,Comm&Mgmt,No,64.83,Mkt&Fin,61.3,Placed,306024
115,F,86.88,Central,70.92,Others,Science,70.12,Comm&Mgmt,No,92.19,Mkt&Fin,65.94,Placed,229405
215,M,69.71,Central,44.73,Others,Commerce,51.18,Comm&Mgmt,No,53.26,Mkt&HR,51.21,Not Placed,
215,M,68.66,Central,37,Others,Commerce,50.39,Comm&Mgmt,No,61.1,Mkt&HR,63.53,Placed,
187,M,74.1,Central,43.65,Central,Science,63.73,Comm&Mgmt,No,88.02,Mkt&Fin,51.21,Placed,
1,M,82.8,Others,72.75,Others,Commerce,87.15,Comm&Mgmt,No,65.71,Mkt&Fin,65.34,Placed,200000
170,M,63.22,Others,42.57,Central,Science,68.89,Comm&Mgmt,No,61.47,Mkt&Fin,51.21,Placed,271027
71,M,84.74,Others,52.94,Others,Commerce,86.54,Comm&Mgmt,No,91.78,Mkt&Fin,59.01,Placed,
212,M,74.65,Others,58.15,Others,Arts,85.66,Comm&Mgmt,No,67.43,Mkt&HR,57.46,Placed,294302
215,F,77.96,Others,71.75,Central,Science,86.69,Comm&Mgmt,Yes,57.79,Mkt&Fin,65.47,Not Placed,200000
94,F,61.41,Central,37,Central,Commerce,62.4,Comm&Mgmt,No,57.82,Mkt&HR,53.91,Not Placed,
158,M,87.74,Others,61.08,Others,Commerce,83.13,Comm&Mgmt,Yes,50,Mkt&Fin,60.14,Placed,445980
33,M,85.83,Central,57.98,Others,Commerce,77.68,Sci&Tech,No,64.92,Mkt&Fin,52.97,Placed,200000
69,F,89.4,Others,54.74,Central,Science,67.43,Comm&Mgmt,No,50,Mkt&Fin,65.56,Not Placed,266442
139,M,89.4,Others,67.22,Others,Commerce,81.26,Sci&Tech,No,50,Mkt&HR,70.57,Placed,200000
173,M,62.54,Others,47.05,Others,Commerce,66.74,Comm&Mgmt,No,72.62,Mkt&HR,77.89,Placed,291804
117,F,60.57,Others,45.21,Others,Science,76.69,Comm&Mgmt,No,50,Mkt&Fin,65.4,Placed,211897
142,M,89.4,Central,65.26,Others,Commerce,76.28,Comm&Mgmt,No,50,Mkt&Fin,73.96,Not Placed,200000
82,M,56.8,Others,47.85,Central,Commerce,84.64,Sci&Tech,No,98,Mkt&Fin,58.29,Not Placed,247172
129,M,57.39,Others,52.26,Others,Arts,75.85,Comm&Mgmt,No,54.99,Mkt&HR,63.73,Placed,
157,M,89.4,Central,44.45,Others,Commerce,83.37,Sci&Tech,Yes,50,Mkt&Fin,64.06,Not Placed,222339
214,F,68.59,Central,52.79,Others,Science,57.62,Comm&Mgmt,No,71.85,Mkt&HR,64.98,Placed,267181
82,M,55.66,Central,58.53,Central,Commerce,59.93,Comm&Mgmt,No,95.43,Mkt&Fin,70.85,Placed,432275
24,M,89.4,Central,58.34,Central,Commerce,50,Comm&Mgmt,Yes,98,Mkt&Fin,55.12,Placed,200000
170,F,73.15,Others,56.41,Central,Science,81.97,Sci&Tech,No,55.61,Mkt&Fin,52.71,Placed,276331
214,F,88.63,Central,44.4,Central,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,72.16,Placed,200000
161,M,76.86,Others,46.02,Others,Commerce,68.78,Comm&Mgmt,No,68.7,Mkt&Fin,77.89,Not Placed,281910
130,M,89.4,Central,78.44,Others,Commerce,90.69,Comm&Mgmt,No,76.99,Mkt&Fin,64.98,Placed,258892
114,M,86.46,Central,63.33,Others,Science,87.9,Comm&Mgmt,No,60.32,Mkt&Fin,72.08,Placed,280762
136,M,82.46,Others,70.44,Others,Arts,78.65,Comm&Mgmt,No,70.34,Mkt&HR,62.55,Placed,285054
103,M,85.78,Central,65.92,Others,Science,91,Comm&Mgmt,No,80.77,Mkt&Fin,59.12,Placed,200000
73,M,89.4,Others,42.03,Central,Science,88.78,Comm&Mgmt,Yes,50,Mkt&HR,77.89,Placed,250695
145,M,71.35,Central,57.53,Others,Commerce,55.64,Comm&Mgmt,Yes,81.6,Mkt&HR,51.21,Placed,206518
213,M,72.92,Others,50.59,Others,Commerce,66.79,Comm&Mgmt,No,65.85,Mkt&Fin,59.9,Placed,200000
103,M,55.08,Central,40.67,Others,Commerce,51.5,Comm&Mgmt,Yes,53.01,Mkt&Fin,53.8,Placed,305911
215,M,70.35,Central,50.44,Central,Commerce,73.45,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,
79,M,46.21,Central,37,Others,Arts,50,Sci&Tech,No,98,Mkt&Fin,51.21,Placed,291107
215,F,40.94,Central,37.62,Central,Science,53.67,Comm&Mgmt,No,50,Mkt&Fin,51.21,Not Placed,
47,F,89.4,Central,85.31,Others,Commerce,82.66,Comm&Mgmt,No,76.75,Mkt&Fin,66.38,Not Placed,200000
131,F,89.4,Others,46.49,Others,Commerce,83.75,Comm&Mgmt,No,79.11,Mkt&Fin,57.27,Placed,256358
43,F,73.89,Others,37,Others,Science,75.63,Comm&Mgmt,Yes,72.03,Mkt&Fin,61.02,Placed,
141,F,89.4,Central,68.58,Central,Commerce,75.74,Comm&Mgmt,No,50,Mkt&HR,74.4,Placed,224148
211,M,83.39,Others,76.84,Others,Commerce,82.58,Comm&Mgmt,No,89.79,Mkt&HR,70.58,Placed,242265
131,M,50.91,Central,41.56,Central,Commerce,77.31,Comm&Mgmt,No,50,Mkt&Fin,54.07,Not Placed,277968
97,M,80.92,Central,53.8,Others,Science,74.36,Comm&Mgmt,No,50,Mkt&Fin,71.62,Placed,231508
177,M,70.37,Others,38.71,Central,Commerce,78.38,Comm&Mgmt,No,53.66,Mkt&HR,53.31,Placed,200000
142,M,89.4,Central,46.37,Others,Commerce,82.36,Comm&Mgmt,No,78.29,Mkt&HR,62.28,Placed,
42,M,85.45,Central,42.97,Others,Science,67.62,Comm&Mgmt,Yes,85.68,Mkt&Fin,77.85,Placed,337266
185,M,68.14,Others,65.75,Others,Science,87.46,Comm&Mgmt,Yes,60.12,Mkt&Fin,51.93,Placed,278477
79,M,81.88,Others,67.17,Others,Science,85.76,Comm&Mgmt,No,59.87,Mkt&Fin,53.64,Placed,200000
155,M,89.4,Central,53.08,Others,Science,64.17,Comm&Mgmt,Yes,61.83,Mkt&Fin,71.92,Placed,281355
215,M,75.4,Others,37,Others,Commerce,61.49,Comm&Mgmt,No,81.7,Mkt&Fin,71.29,Placed,
186,M,76.81,Others,56.3,Others,Science,52.36,Comm&Mgmt,Yes,57.97,Mkt&Fin,51.21,Not Placed,264747
117,M,60.95,Others,37,Central,Science,50.92,Comm&Mgmt,Yes,50,Mkt&Fin,53.69,Not Placed,
215,M,85.36,Central,46.44,Central,Commerce,81.85,Comm&Mgmt,No,63.05,Mkt&Fin,57.52,Placed,200000
148,F,78.5,Central,42.9,Others,Commerce,75.1,Comm&Mgmt,Yes,75.8,Mkt&Fin,75.6,Not Placed,
1,M,86.52,Central,80.55,Others,Commerce,91,Comm&Mgmt,No,98,Mkt&Fin,65.66,Placed,212213
215,M,87.13,Central,56.45,Central,Commerce,50,Comm&Mgmt,Yes,50,Mkt&Fin,51.81,Not Placed,255895
181,M,89.4,Others,41.59,Others,Commerce,87.18,Comm&Mgmt,No,52.32,Mkt&HR,77.89,Not Placed,293672
180,F,40.89,Central,37,Central,Science,50,Sci&Tech,No,57.44,Mkt&HR,64.84,Placed,
162,F,84.7,Others,52.33,Others,Commerce,60.54,Comm&Mgmt,No,76.99,Mkt&HR,67.84,Placed,271023
215,M,80.41,Others,60.94,Others,Commerce,87.02,Comm&Mgmt,No,53.5,Mkt&Fin,77.89,Placed,280947
86,M,72.78,Others,69.15,Others,Commerce,78.95,Comm&Mgmt,Yes,68.95,Mkt&Fin,62.78,Placed,200000
80,M,88.56,Others,68.23,Others,Arts,79.22,Comm&Mgmt,Yes,98,Mkt&Fin,67.94,Placed,271221
215,F,59.58,Central,58.53,Others,Arts,80.74,Comm&Mgmt,Yes,90.23,Mkt&Fin,62.19,Placed,237608
84,F,85.5,Others,53.52,Others,Commerce,91,Comm&Mgmt,Yes,64.45,Mkt&Fin,59.86,Not Placed,200000
142,F,89.4,Central,58.61,Others,Commerce,64.05,Comm&Mgmt,Yes,75.34,Mkt&Fin,77.89,Not Placed,259883
41,F,75.34,Others,45.73,Central,Commerce,64.1,Comm&Mgmt,No,60.26,Mkt&Fin,56.62,Placed,200000
165,M,79.97,Others,56.62,Central,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,57.07,Placed,
118,M,75.12,Central,37,Others,Commerce,61.53,Comm&Mgmt,No,69.41,Mkt&Fin,55.64,Placed,
116,F,61.66,Others,57.62,Central,Science,68.11,Comm&Mgmt,No,80.68,Mkt&Fin,62.93,Placed,200000
168,M,83.03,Central,77.04,Central,Science,78.1,Comm&Mgmt,Yes,60.12,Mkt&Fin,71.71,Placed,296640
156,F,89.4,Others,77.66,Others,Commerce,75.22,Comm&Mgmt,Yes,72.33,Mkt&Fin,77.89,Placed,
176,M,56.67,Central,37,Others,Commerce,58.88,Comm&Mgmt,Yes,84.86,Mkt&Fin,51.21,Placed,
99,M,89.4,Others,71.18,Others,Commerce,75.98,Comm&Mgmt,Yes,62.3,Mkt&Fin,66.8,Placed,202436
27,M,47.04,Central,46.55,Central,Commerce,86.22,Comm&Mgmt,No,50.13,Mkt&HR,58.54,Placed,208132
215,M,65.09,Others,82.07,Others,Science,91,Comm&Mgmt,No,62.45,Mkt&HR,53.37,Placed,263261
127,M,59.01,Others,37,Central,Commerce,76.86,Comm&Mgmt,No,74.22,Mkt&HR,63.75,Placed,
182,F,70.7,Central,43.46,Others,Commerce,61.04,Comm&Mgmt,No,90.95,Mkt&Fin,57.05,Placed,
215,F,65.4,Others,66.56,Others,Commerce,73.22,Comm&Mgmt,Yes,98,Mkt&Fin,63.84,Placed,273592
215,M,68.84,Central,72.55,Central,Commerce,73.81,Comm&Mgmt,No,53.07,Mkt&Fin,75,Placed,269258
100,F,65.43,Central,37,Central,Commerce,76.21,Comm&Mgmt,No,73.54,Mkt&Fin,65.32,Placed,269157
142,M,83.08,Others,55.87,Others,Science,75.82,Comm&Mgmt,No,50,Mkt&Fin,55.44,Placed,
215,M,84.13,Central,82.41,Central,Science,87.13,Comm&Mgmt,Yes,50,Mkt&Fin,58.49,Placed,200000
95,M,70.23,Others,55.96,Central,Commerce,62.36,Comm&Mgmt,No,66.32,Mkt&Fin,51.21,Placed,279065
1,M,89.4,Central,54.64,Others,Science,73.65,Comm&Mgmt,Yes,73.58,Mkt&Fin,77.89,Placed,264693
183,M,57.59,Central,57.82,Others,Commerce,50.31,Comm&Mgmt,No,82.74,Mkt&Fin,57.57,Not Placed,200324
160,M,64.45,Others,37,Others,Commerce,54,Others,Yes,59.34,Mkt&Fin,69.6,Placed,318441
1,M,77.83,Others,72.07,Others,Science,91,Comm&Mgmt,Yes,69.08,Mkt&Fin,59.93,Not Placed,261596
215,M,89.4,Others,59.46,Others,Arts,87.83,Comm&Mgmt,Yes,50,Mkt&Fin,63.17,Not Placed,216405
99,F,40.89,Others,68.39,Central,Science,81.95,Sci&Tech,No,75.32,Mkt&Fin,64.5,Not Placed,297682
204,M,80.2,Others,56.6,Central,Commerce,82.03,Comm&Mgmt,Yes,50,Mkt&HR,65.71,Placed,
72,M,62.52,Central,59.39,Others,Science,82.88,Comm&Mgmt,No,67.47,Mkt&Fin,53.82,Placed,278789
148,F,89.4,Central,68.05,Others,Science,83.07,Comm&Mgmt,No,90.94,Mkt&Fin,62.77,Placed,
193,M,79.51,Others,37,Others,Commerce,50,Comm&Mgmt,No,53.3,Mkt&Fin,51.21,Placed,
75,M,67.41,Central,37,Others,Commerce,81.41,Sci&Tech,No,90.32,Mkt&Fin,55.96,Placed,251459
152,F,89.4,Central,41.67,Central,Commerce,82.87,Comm&Mgmt,Yes,98,Mkt&Fin,77.89,Placed,
110,M,79.51,Others,91.72,Others,Commerce,90.31,Comm&Mgmt,No,76.9,Mkt&Fin,68.66,Placed,
181,M,89.4,Others,49.97,Others,Commerce,61.55,Sci&Tech,Yes,57.27,Mkt&Fin,63.47,Placed,
1,M,88.8,Central,57.84,Others,Science,72.12,Comm&Mgmt,No,79.75,Mkt&Fin,51.21,Placed,
58,F,74.38,Central,37,Central,Science,68.74,Comm&Mgmt,No,56.6,Mkt&Fin,51.21,Not Placed,263931
46,M,80.92,Central,54.58,Others,Science,91,Comm&Mgmt,Yes,59.25,Mkt&Fin,61.6,Placed,200000
88,F,52.44,Central,39.18,Others,Commerce,64.32,Comm&Mgmt,Yes,50,Mkt&Fin,51.21,Placed,
7,M,76.41,Central,53.23,Central,Science,91,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,
106,M,89.4,Central,56.3,Central,Commerce,79.68,Comm&Mgmt,Yes,98,Mkt&HR,60.77,Placed,204656
167,M,76.37,Others,40.51,Central,Commerce,71.48,Sci&Tech,No,69.03,Mkt&Fin,68.34,Placed,
80,M,89.4,Central,66.4,Central,Arts,86.4,Sci&Tech,No,50,Mkt&Fin,54.25,Placed,281572
215,M,57.41,Central,49.42,Central,Science,73,Comm&Mgmt,No,50,Mkt&Fin,69.67,Placed,
182,M,65.77,Others,59.47,Others,Science,56.95,Comm&Mgmt,No,50,Mkt&Fin,62.85,Placed,284076
1,M,89.4,Central,40.16,Others,Commerce,75.32,Sci&Tech,Yes,57.32,Mkt&Fin,68.28,Placed,414626
1,M,41.05,Central,37.43,Central,Commerce,65.71,Comm&Mgmt,Yes,82.67,Mkt&HR,54.93,Not Placed,291484
132,M,89.4,Central,39.07,Central,Commerce,54.71,Comm&Mgmt,No,81.78,Mkt&Fin,54.8,Placed,
128,F,87.86,Central,43.81,Others,Commerce,79.11,Comm&Mgmt,No,64.98,Mkt&Fin,64.07,Placed,270033
145,M,82.01,Others,66.84,Central,Commerce,89.33,Comm&Mgmt,No,50,Mkt&Fin,74.23,Not Placed,
215,F,83.4,Others,71.12,Others,Science,91,Comm&Mgmt,No,53.47,Mkt&Fin,51.21,Placed,200000
165,M,64.34,Others,51.14,Others,Science,56.52,Others,Yes,52.96,Mkt&Fin,60.79,Placed,275887
83,M,71.04,Central,56.98,Others,Commerce,83,Comm&Mgmt,No,62,Mkt&Fin,61.44,Placed,235291
179,M,43.42,Central,53.03,Central,Arts,69.1,Comm&Mgmt,No,50,Mkt&HR,51.21,Not Placed,276240
186,M,76.58,Others,50.55,Others,Commerce,50,Comm&Mgmt,No,73.15,Mkt&HR,53.97,Not Placed,256995
215,M,89.4,Others,59.38,Others,Commerce,88.51,Comm&Mgmt,No,55.35,Mkt&Fin,77.89,Placed,200000
1,F,79.04,Central,65.81,Central,Science,80.5,Comm&Mgmt,No,98,Mkt&Fin,66.64,Not Placed,257330
158,M,58.61,Others,37,Central,Commerce,50,Comm&Mgmt,No,61.19,Mkt&HR,51.21,Not Placed,200000
181,M,79,Others,61.75,Others,Commerce,85.11,Comm&Mgmt,No,74.59,Mkt&Fin,74.24,Placed,269061
163,F,80.24,Central,52.93,Central,Commerce,59.86,Comm&Mgmt,No,81,Mkt&HR,52.45,Not Placed,
162,M,89.4,Others,37,Others,Commerce,91,Comm&Mgmt,No,73.61,Mkt&Fin,56,Placed,200000
150,M,89.4,Central,44.02,Others,Commerce,74.78,Comm&Mgmt,Yes,50,Mkt&Fin,51.39,Placed,200000
57,M,62.91,Others,51.05,Central,Commerce,76.17,Comm&Mgmt,No,74.15,Mkt&Fin,65.05,Placed,315784
42,F,80.84,Central,61.68,Central,Arts,91,Sci&Tech,No,87.61,Mkt&HR,64.8,Not Placed,254678
155,M,89.4,Central,70.2,Others,Science,85.72,Sci&Tech,No,81.23,Mkt&Fin,77.89,Placed,
166,M,81.07,Others,37,Others,Science,52.92,Comm&Mgmt,Yes,67.76,Mkt&Fin,51.21,Placed,
128,M,62.94,Others,63.58,Others,Science,86.47,Comm&Mgmt,No,60.39,Mkt&Fin,57.36,Not Placed,259982
156,M,83.39,Central,56.03,Others,Commerce,89.45,Comm&Mgmt,Yes,70.84,Mkt&Fin,68.71,Not Placed,307032
106,M,82.03,Others,37,Central,Commerce,79.9,Comm&Mgmt,No,50.06,Mkt&Fin,67.41,Placed,200000
182,F,86.96,Others,58.07,Central,Commerce,66.05,Comm&Mgmt,No,50,Mkt&Fin,59.57,Placed,
184,M,79.05,Central,63,Others,Commerce,57.56,Comm&Mgmt,No,50,Mkt&Fin,62.17,Placed,281511
44,M,76.58,Central,54.61,Others,Commerce,77.7,Comm&Mgmt,Yes,50,Mkt&HR,51.21,Not Placed,
172,M,62.43,Central,39.48,Others,Commerce,66.09,Comm&Mgmt,Yes,98,Mkt&HR,58.45,Placed,215916
109,M,75.73,Central,39.77,Central,Commerce,78.87,Comm&Mgmt,No,50,Mkt&Fin,54.33,Placed,299477
180,M,44.76,Others,57.41,Others,Commerce,50,Comm&Mgmt,Yes,97.91,Mkt&HR,52.66,Not Placed,225391
125,F,82.79,Central,59.49,Others,Commerce,79.02,Sci&Tech,No,61.41,Mkt&Fin,59.9,Placed,280307
28,M,82.43,Central,49.77,Others,Science,83.19,Comm&Mgmt,No,62.64,Mkt&HR,55.64,Not Placed,
51,M,40.89,Central,56.41,Others,Commerce,60.46,Comm&Mgmt,No,81.04,Mkt&HR,56.7,Placed,
113,F,71.81,Others,50.58,Others,Science,68.19,Comm&Mgmt,No,73.49,Mkt&HR,65.85,Not Placed,260170
1,F,79.7,Central,92.34,Others,Science,85.07,Comm&Mgmt,Yes,50,Mkt&Fin,60.94,Placed,276736
84,M,71.05,Others,53.23,Central,Commerce,80.26,Comm&Mgmt,No,62.5,Mkt&Fin,58.88,Not Placed,200391
132,M,89.4,Central,86.14,Central,Science,90.31,Comm&Mgmt,No,74.16,Mkt&HR,69.39,Placed,200000
1,M,88.14,Others,58.3,Others,Science,69.41,Comm&Mgmt,No,67.2,Mkt&Fin,53.37,Not Placed,
153,F,89.4,Others,67.42,Others,Science,81.06,Comm&Mgmt,Yes,75.01,Mkt&Fin,70.67,Placed,276982
163,F,89.4,Others,60.52,Central,Commerce,57.96,Comm&Mgmt,No,50,Mkt&Fin,64.84,Placed,200000
215,M,87.79,Central,61.19,Others,Commerce,81.03,Comm&Mgmt,No,77.93,Mkt&Fin,77.89,Placed,286706
